id,en,fr,es,ru,zh,de,bn,fa,ps
origin_sources_title,Sources,Sources,Recursos en línea,NA,NA,NA,NA,منابع,سرچینې
origin_source_title,Source,Source,Recurso,NA,NA,NA,NA,منبع,سرچینه
origin_source_url_title,URL,URL,URL,NA,NA,NA,NA,URL,URL
origin_title,Source,Origine,Información de distribución,NA,NA,NA,NA,منبع,سرچینه
other,Other,Autre,Otros,NA,NA,NA,NA,سایر,نور
partial,Partially,Partiel,Parcial,NA,NA,NA,NA,تا اندازه ای,تر یو حده
quarterly,Data is updated every three months,La donnée est mise à  jour tous les trois mois,Los datos son actualizados cada tres meses,NA,NA,NA,NA,اطلاعات هر سه ماه تجدید می شوند,ډیټا هرې درې اوونۍ وروسته نوې کیږي
schema_desc,Metadata editor for map-x sources.,Editeur de métadonnées pour les sources de map-x.,Editor de los metadatos para los recursos de Map-x.,NA,NA,NA,NA,ویرایشگر ابرداده برای منابع MAP-X,د map-x سرچینو لپاره د میټا دیټا ایډیټ کوونکی
schema_title,Map-x metadata,Métadonnées map-x,Metadatos Map-x,NA,NA,NA,NA,ابرداده یی MAP-X,د map-x میټاډیټا
select_optional_view_attribute,Select attribute,Selectionnez un attribut,Seleccione un atributo,NA,NA,NA,NA,ویژه گی را انتخاب نمایید,ځانګیړنه وتاکئ
spatial_bbx_desc,Spatial bounding box of the data using latitude and longitude,Délimitation spatiale en latitude et longitude,Delimitación espacial en longitud y latitud,NA,NA,NA,NA,جبعه محدود فضایی  اطلاعات که از عرض و طول جغرافیایی استفاده می کنند,د ډیټا فضایي محدوده بکسه د طول البلد او عرض البلد څخه په ګټه اخیسنتې سره
spatial_bbx_lat_max,Max. latitude,Latitude max.,Latitud max.,NA,NA,NA,NA,بیشترین. عرض جغرافیای ,تر ټولو لوی عرض البلد
spatial_bbx_lat_min,Min. latitude,Latitude min.,Latitud min.,NA,NA,NA,NA,کمترین. عرض جغرافیایی,تر ټولو کوچونی عرض البلد
spatial_bbx_lng_max,Max. longitude,Longitude max.,Longitud max.,NA,NA,NA,NA,بیشترین. طول جغرافیای ,تر ټولو لوی طول البلد
spatial_bbx_lng_min,Min. longitude,Longitude min.,Longitud min.,NA,NA,NA,NA,کمترین. طول جغرافیایی,تر ټولو کوچونی طول البلد
spatial_bbx_title,Bounding box,Délimitation spatiale,Delimitación espacial,NA,NA,NA,NA,جبعه محدود,محدوده بکسه
spatial_desc,"Description of the data using spatial reference: bounding box, and spatial reference system (SRS)",Description spatiale de la donnée avec délimitation spatiale et système de coordonnées (SRS),Descripción espacial de los datos con la delimitación espacial y sistema de coordenadas (SRS),NA,NA,NA,NA,شرح اطلاعات که منبع فضایی استفاده می کنند: جبعه محدود، و سیستم منبع فضایی (SRS),د ډیټا په اړه تفصیلات د فضایي سرچینو څخه په ګټه اخیستنه: محدود بکس او د فضایي سرچینو سیسټم (SRS).
spatial_srs_code,Code of the SRS,Code du système de coordonnées,Código del sistema de coordenadas,NA,NA,NA,NA,دستورالعمل SRS,د SRS کوډ
spatial_srs_desc,Description of the spatial reference system,Description du système de coordonnées,Descripción del sistema de coordenadas,NA,NA,NA,NA,شرح سیستم منبع فضایی,د فضایي سرچینو د سیسټم په اړه تفصیلات
spatial_srs_desc_url,URL to the SRS code definition,URL vers la définition du code du système de coordonnées,URL de la definición del código del sistema de coordenadas,NA,NA,NA,NA, SRS برای تعریف دستورالعمل URL,د SRS د URL د دستورالعمل در تعریف لپاره
spatial_srs_title,Spatial reference system,Système de coordonnées,Sistema de coordenadas,NA,NA,NA,NA,سیستم منبع فضایی,د فضایي سرچینو سیسټم
spatial_title,Spatial,Spatial,Espacial,NA,NA,NA,NA,فضایی,فضایي
summary_attribute,Summary ,Résumé,Resumen,NA,NA,NA,NA,خلاصه,لنډیز
target_desc,Modality and restriction of access to the data,Modalité et restriction d'accès à la donnée,Modalidad de restricción de acceso a los datos,NA,NA,NA,NA,چگونگی محدودیت دسترسی به اطلاعات,ډیټا ته د لاسرسي څرنګوالئ او محدودیت
target_role_item_title,Role,Rôle,Rol,NA,NA,NA,NA,نقش,نقش
target_roles_desc,Roles allowed to read,Rôles autorisés à lire,Roles autorizados para leer,NA,NA,NA,NA,نقش های مجاز برای خواندن, د لوستلو لپاره مجاز نقشونه
target_roles_list_title,List of roles,Liste des rôles,Lista de roles,NA,NA,NA,NA,لست نقش ها,د نقشونو نوملړ
target_roles_title,Roles,Rôles,Roles,NA,NA,NA,NA,نقش ها,قوانین
target_title,Access,Accès,Acceso,NA,NA,NA,NA,دسترسی,لاسرسی
temporal_desc,"Description of the dataset using temporal references: periodicity, initial release, update and range","Description de la donnée au moyen de références temporelles : périodicité, date de publication, etc","Descripción de la base de datos utilizando referencias temporales: Periodicidad, creación, actualización y rango",NA,NA,NA,NA,شرح مجموعه اطلاعات با استفاده منابع موقتی: پخش اولیه، تجدید و محدوده,د ډیټابیس په اړه تفصیلات د موقتې سرچینې څخه په ګټه اخیستنه: دوره، لمړنی نشر، تازه او محدوده
temporal_issuance_desc,Description if the data issuance,Information sur l'émission de la donnée, Información sobre la emisión de los datos,NA,NA,NA,NA,شرح انتشار اطلاعات,ا اطلاعاتو د خپرولو تفصیلات
temporal_issuance_title,Issuance,Emission,Emisión,NA,NA,NA,NA,صدور  ,خپرول
temporal_periodicity,Periodicity,Périodicité,Periodicidad,NA,NA,NA,NA,دوره ایی,دوره اي
temporal_periodicity_desc,Frenquency with wich data is published or updated,Fréquence de publication ou de mise à jour de la donnée,Frecuencia con la que los datos son publicados o actualizados,NA,NA,NA,NA,دوره ای که در آن اطلاعات پخش یا تجدید می شود,د ډیټا د خپرولو او یا نوي کولو تکراریت
temporal_range_desc,The temporal range of the data,L'étendue temporelle de la donnée,El rango temporal de los datos,NA,NA,NA,NA,محدوده موقتی اطلاعات,د ډیټا موقتي محدوده
temporal_range_end,End,Fin,Final,NA,NA,NA,NA,ختم,پای
temporal_range_start,Start,Début,Inicio,NA,NA,NA,NA,شروع,پیل
temporal_range_timeless,There is no time range for this data,Il n'y a pas d'étendue temporelle pour la donnée,No hay rango de tiempo para los datos,NA,NA,NA,NA,محدوده زمانی برای این اطلاعات موجود نمی باشد ,ددې ډیټا لپاره د وخت محدوده شتون نلري
temporal_range_title,Range,Etendue,Rango,NA,NA,NA,NA,محدوده,محدوده
temporal_release_desc,Date of formal issuance,Date d'émission officielle,Fecha de la emision oficial,NA,NA,NA,NA,تاریخ صدور رسمی ,د خپرولو رسمي نیټه
temporal_release_title,Release date,Date d'émission, Fecha de emisión,NA,NA,NA,NA,تاریخ پخش ,د خپرولو نیټه
temporal_title,Temporal,Temporel,Temporal,NA,NA,NA,NA,موقتی,موقتي
temporal_update_desc,Date of the latest update,Date de dernière mise à jour de la donnée,Fecha de la última actualización,NA,NA,NA,NA,تاریخ آخرین تجدید,د وروستني نوي کولو نیټه
temporal_update_title,Last update,Dernière mise à jour,Última actualización,NA,NA,NA,NA,اخرین تجدید,وروستی نوی کول
textual_desc,"Textual description of the data using title, abstract and tags","Description de la donnée : titre, résumé et tags","Descripción de los datos: Título, resumen y etiquetas",NA,NA,NA,NA,شرح متنی اطلاعات با استفاده عنوان، چکیده و علامت ها,د ډیټا متني تفصیلات له عنوان، لنډیز او نښانو څخه په ګتې اخیستنې سره
textual_desc_notes,Additional notes,Notes additionnelles,NA,NA,NA,NA,NA,NA,
textual_desc_abstract,Abstract,Résumé,Resumen,NA,NA,NA,NA,چکیده,
textual_desc_title,Title,Titre,Título,NA,NA,NA,NA,عنوان,
textual_keyword_desc,Keywords (or tags) help users discover your dataset. Please include terms that would be used by technical and non-technical users.,Mots clés (ou tags) permettant aux utilisateurs de découvrir la donnée. Ajoutez des termes utilisés par des personnes ayant un profil technique ou non technique.,Las palabras claves (o etiquetas) permiten a los usuarios encontrar los datos. Inserte términos utilizados por personas con un perfil técnico y no técnico.,NA,NA,NA,NA,کلید واژه ها (یا علامت ها) کاربران را  برای کشف اطلاعات شان  کمک می کند. لطفاً اصطلاحات را که  توسط کاربران تخصصی و غیر تخصصی مورد استفاده قرار میگیرد٬ را اضافه نمایید.,
textual_keyword_item_title,Keyword,Mot clé,Palabra clave,NA,NA,NA,NA,کلید واژه,
textual_keywords_title,Keywords list,Liste de mots clés,Lista de palabras claves,NA,NA,NA,NA,لست کلید واژه ها,
textual_keyword_title,Keywords,Mots clés,Palabras claves,NA,NA,NA,NA,کلید واژه ها,
textual_title,Textual,texte,Texto,NA,NA,NA,NA,متنی,
unknown,Frequency of maintenance for the data is not known,La donnée n'a pas de fréquence de mise à jour connue,La frecuencia de actualización de los datos no se conoce,NA,NA,NA,NA,فرکانس تعمیر و نگهداری اطلاعات شناخته شده نیست,
weekly,Data is updated on a weekly basis,La donnée est mise à  jour chaque semaine,Los datos son actualizados cada semana,NA,NA,NA,NA,اطلاعات به صورت هفته وار تجدید می شوند,
yes,Yes,Oui,Si,NA,NA,NA,NA,بلی ,
