"id","en","fr","es","ru","zh","de","bn","fa","ps"
"view_target_editors","Edit access groups","Groupes avec accès en édition","","","","","","",""
"view_text","View text"," Texte de la vue","","","","","","نمایش متن ","متن وګوری"
"view_title","View title","Titre de la vue","","","","","","نمایش عنوان","عنوان وګورئ"
"view_type_select","Type of the view","Type de la vue","","","","","","نوع نما","د لیدنې ډول"
"vt","Vector tiles","Tuiles vectorielles","","","","","","تایل ویکتوری","ویکتوري ټیلونه"
"wms","Web Map Service (wms)","Web Map Service (wms)","","","","","","خدمات آنلاین نقشه (WMS)","د نقشې آنلاین خدمتونه"
"src_download_issues","The source can't be downloaded","La source ne peut être téléchargée","","","","","","",""
"src_upload_issues","Upload issue(s)","Problème(s) avec le téléversement","","","","","","",""
"source_upload_vector","Upload new vector source","Téléverser une nouvelle source vectorielle","","","","","","",""
"upload_source_title","Title of the new source","Titre de la nouvelle source","","","","","","",""
"you_not_logged_in","You are not logged in.","Vous n'êtes pas connecté.","","","","","","",""
"you_not_allowed","You are not allowed to do this.","Vous n'êtes pas authorisé à faire cette action.","","","","","","",""
"src_download_disabled","The download is not allowed.","Le téléchargement n'est pas permis.","","","","","","",""
"mx_ui_text","Text of the interface","Texte de l'interface","","","","","","",""
"mx_ui_text_faded","Secondary text color","Couleur secondaire pour le texte","","","","","","",""
"mx_ui_hidden","Hidden elements","Élements non-visible","","","","","","",""
"mx_ui_border","Borders","Bordures","","","","","","",""
"mx_ui_background","Background","Arrière-plan","","","","","","",""
"mx_ui_shadow","Shadows","Ombrage","","","","","","",""
"mx_map_background","Map: background","Carte : Arrière plan","","","","","","",""
"mx_map_mask","Map: coutry shadow","Carte : Ombrage des pays","","","","","","",""
"mx_map_water","Map: water","Carte : cours d'eau","","","","","","",""
"mx_map_road","Map: road","Carte : routes","","","","","","",""
"mx_map_admin","Map: boundaries","Carte : frontières","","","","","","",""
"mx_map_admin_disputed","Map: disputed boundaries","Carte : frontières disputées","","","","","","",""
"mx_map_text","Map: text","Carte : texte","","","","","","",""
"list_publishers","List of publishers","Liste des éditeurs","","","","","","",""
"list_members","List of members","Liste des membres","","","","","","",""
"list_admins","List of administrators","Liste des administrateurs","","","","","","",""
"new_publishers","New publishers","Nouveaux éditeurs","","","","","","",""
"new_members","New members","Nouveaux membres","","","","","","",""
"new_admins","New administrators","Nouveaux administrateurs","","","","","","",""
"rem_publishers","Publishers removed","Editeurs supprimés","","","","","","",""
"rem_members","Members removed","Membres supprimés","","","","","","",""
"rem_admins","Administrators removed","Administrateurs supprimés","","","","","","",""
"no_changes","No change","Pas de changement","","","","","","",""
"roles_updated","Roles updated","Rôles mis à jours","","","","","","",""
"roles","Roles","Rôles","","","","","","",""
"success_update","Update successful","Mise à jour réussie","","","","","","",""
"error_roles_no_admins","Require at least one admin","Requiert au moins un administrateur","","","","","","",""
"error_views_need_data","Deletion of a source disabled because at least one view depends on it","La suppression d'une source est désactivée tant qu'une vue dépend de cette source","","","","","","",""
"error_views_need_publishers","At least one view needs this source to be available for publishers. Update disabled.","Au moins une vue a besoin d'un accès en utilisation pour les éditeurs. Mise à jour non-autorisée","","","","","","",""
"error_roles_removed_self","You can't remove yourself from admin group","Vous ne pouvez pas vous-même vous enlever du groupe des administrateurs","","","","","","",""
"project_public","This project is public. It will be listed in the catalog of projects. All public views published in this project will be readable for everyone.","Ce projet est public. Il va être listé dans le catalogue des projets. Toutes les vues publiques publiées dans ce projet seront également visibles à tous.","","","","","","",""
"project_delete_confirm_title","Write the project name you want to delete","Écrivez le titre du projet que vous désirez supprimer","","","","","","",""
"project_invite_modal_title","Invite a new member","Inviter un nouveau membre","","","","","","",""
"btn_show_invite_member","Invite a new member","Inviter un nouveau membre","","","","","","",""
"project_invite_message_compose","Compose invite email","Écrivez le message d'invitation","","","","","","",""
"project_invite_message_sent","Email sent.","Email envoyé.","","","","","","",""
"project_invite_message_tips","The tag <link> will be replaced by an encrypted link.","Le tag <link> va être replacer par le lien définitif lors de l'envoi","","","","","","",""
"project_invite_message","Hi!\nI would like to invite you as a member to the project <projectname> in MapX.\nPlease click on the provided link to confirm.\n<link>\nThe administrator of the project <projectname>","Bonjour!\nJe souhaite vous inviter en tant que membre du projet <projectname> dans MapX.\nMerci de confirmer en cliquant le lien ci-dessous:\n<link>\nBonne journée !\nL'administrateur du projet <projectname>","","","","","","",""
"project_invite_message_confirm","Hi!\n\nThanks for reaching us.\nTo confirm your membership to the project <projectname> in MapX, please click on the following link:\n<link>\nBest regards,\nThe administrator of the project <projectname>","Bonjour!\n\n Merci de nous avoir contacté pour devenir membre du projet <projectname> dans MapX. \n Merci de confirmer votre demande en cliquant le lien ci-dessous:\n<link>\nBonne journée !\nL'administrateur du projet <projectname> ","","","","","","",""
"project_countries_highlight","Countries to be highlighted on the map","Pays mis en évidence sur la carte","","","","","","",""
"project_search_values","Search projects","Rechercher de projets","","","","","","",""
"project_saved","Project saved","Projet sauvegardé","","","","","","",""
"project_created","Project %1$s created","Projet %1$s créé","","","","","","",""
"project_deleted","Project deleted","Projet supprimé","","","","","","",""
"project_delete_analyze","Analysing, please wait...","Analyse, veuillez patienter...","","","","","","",""
"project_delete_number_of_sources","Number of sources to delete","Nombre de sources à supprimer","","","","","","",""
"project_delete_number_of_views","Number of views to delete","Nombre de vues à supprimer","","","","","","",""
"project_delete_title","Project deletion","Suppression du projet","","","","","","",""
"project_new_title","Title of the project","Titre du projet","","","","","","",""
"project_list","List of projects","Liste des projets","","","","","","",""
"project_list_select_desc","Click on a project name to access it. If you are not member of a project, you can ask to join it by clicking the join button ","Cliquez sur le nom d'un projet pour y accéder. Si vous n'êtes pas membre d'un projet, vous pouvez demander d'y adhérer en cliquant sur le lien d'adhésion.","","","","","","",""
"project_title","Title","Titre","","","","","","",""
"project_description","Description","Description","","","","","","",""
"project_settings","Project settings","Configuration du projet","","","","","","",""
"project_map_pos_set","Initial map position","Position initiale de la carte","","","","","","",""
"project_map_pos_get","Use current map parameters","Utiliser les paramètres actuels de la carte","","","","","","",""
"map_fit_to_bounds","Use extent to center the map","Utiliser l'étendue pour centrer la carte","","","","","","",""
"map_zoom","Zoom","Zoom","","","","","","",""
"map_longitude_center","Longitude at center","Longitude au centre","","","","","","",""
"map_latitude_center","Latitude at center","Latitude au centre","","","","","","",""
"map_pitch","Camera pitch","Inclinaison de la caméra","","","","","","",""
"map_bearing","Camera bearing","Orientation de la caméra","","","","","","",""
"map_north_max","Max north latitude","Max. latitude nord","","","","","","",""
"map_south_max","Max south latitude","Max. latitude sud","","","","","","",""
"map_east_max","Max east longitude","Max. longitude est","","","","","","",""
"map_west_max","Max west longitude","Max. longitude ouest","","","","","","",""
"view_validated","View validated","Vue validée","","","","","","",""
"view_editable","View editable","Vue éditable","","","","","","",""
"view_locked","View locked","Vue verouillée","","","","","","",""
"txt_too_short_min_5","Text too short, minimum 5 characters","Text trop court, minimum 5 charactères","","","","","","",""
"txt_email_not_valid","Email not valid","Email non valide","","","","","","",""
"project_request_membership_message","Hi!\nPlease add me to the project <projectname>. \nBest regards,\nA motivated future member\n","Bonjour,\nMerci de m'inscrire comme membre du projet <projectname>\nCordialement,\nUne future membre motivée ","","","","","","",""
"project_request_membership_message_compose","Membership request","Demande d'adhésion","","","","","","",""
"project_request_membership_message_recap","A membership request from <from> has been received. \nMessage : \n-\n<msg>\n-\nConfirmation : <link>\nData : <data>\n","Une demande d'adhésion de la part de <from> a été reçue. \nMessage: \n-\n<msg>\n-\nConfirmation: <link>\nData: <data>\n","","","","","","",""
"project_request_membership_message_sent","Rquest sent.","Demande envoyée.","","","","","","",""
